ponovitev;najmanjsaRazdalja_B;najblizjiPar_B;tocke_B;casIzvajanja_B;najmanjsaRazdalja_P;najblizjiPar_P;tocke_;casIzvajanja_P
1;0.04356190975997916;{0, 1};{0, 1, 5, 8};0:00:00.026930;0.092216493884832;{1, 3};{1, 2, 3, 9};0:00:00
2;0.23799087230780375;{5, 6};{0, 2, 5, 6};0:00:00.004984;0.39780528078139854;{1, 3};{1, 3, 4, 7};0:00:00
3;0.17105771211903958;{1, 2};{8, 1, 2, 5};0:00:00.021937;0.12660787874837806;{5, 6};{9, 3, 5, 6};0:00:00.000997
4;0.11506179171537857;{2, 4};{1, 2, 4, 6};0:00:00.024934;0.07037529425944199;{1, 5};{0, 1, 3, 5};0:00:00
5;0.3974898783957204;{0, 2};{0, 1, 2, 4};0:00:00.003993;0.09720875955771603;{4, 6};{2, 3, 4, 6};0:00:00
6;0.07670052191286213;{1, 5};{1, 5, 9, 7};0:00:00.023914;0.5518212607290806;{0, 3};{0, 9, 3, 6};0:00:00
7;0.2979085122855923;{1, 5};{1, 4, 5, 6};0:00:00.018950;0.27514536209652307;{8, 6};{8, 2, 4, 6};0:00:00
8;0.11373007930457903;{9, 1};{0, 1, 2, 9};0:00:00.003989;0.05603403495497904;{9, 7};{8, 1, 9, 7};0:00:00
9;0.13995427361983442;{2, 7};{0, 2, 3, 7};0:00:00.027925;0.6341456763690907;{8, 5};{8, 1, 5, 7};0:00:00
10;0.2883230355775641;{0, 2};{0, 2, 3, 5};0:00:00.018949;0.29825343106352575;{5, 7};{8, 1, 5, 7};0:00:00
11;0.05822366589382999;{0, 9};{0, 1, 8, 9};0:00:00.022939;0.05822366589382999;{0, 9};{0, 9, 5, 7};0:00:00
12;0.3466507243754528;{0, 2};{0, 2, 3, 6};0:00:00.026929;0.5090660145683392;{0, 5};{0, 1, 5, 8};0:00:00
13;0.07166034788856557;{8, 6};{8, 2, 5, 6};0:00:00.014965;0.09082448294285342;{8, 9};{8, 9, 3, 7};0:00:00
14;0.21129360609939224;{5, 6};{8, 5, 6, 7};0:00:00.018949;0.24688379128755333;{0, 6};{0, 3, 4, 6};0:00:00
15;0.10262126521869641;{5, 7};{1, 5, 9, 7};0:00:00.018960;0.15115844152922117;{0, 9};{0, 9, 4, 6};0:00:00
16;0.2432108676247343;{1, 3};{1, 2, 3, 6};0:00:00.004976;0.09434125897036727;{2, 5};{2, 4, 5, 7};0:00:00
17;0.18818996254516535;{1, 7};{0, 1, 9, 7};0:00:00.027916;0.24697559307918773;{8, 4};{8, 3, 4, 5};0:00:00
18;0.022703294447477214;{0, 6};{0, 1, 4, 6};0:00:00.004012;0.12649866631916293;{5, 6};{3, 5, 6, 7};0:00:00
19;0.14039023678044268;{1, 5};{8, 1, 2, 5};0:00:00.019931;0.06562753887142142;{2, 7};{0, 9, 2, 7};0:00:00
20;0.15527931476849935;{8, 0};{0, 1, 6, 8};0:00:00.027918;0.2585487993439751;{9, 4};{9, 3, 4, 7};0:00:00
21;0.21540273551976177;{8, 0};{0, 8, 3, 4};0:00:00.026928;0.1326243166092915;{2, 3};{8, 2, 3, 4};0:00:00
22;0.05726048523800713;{0, 6};{0, 1, 6, 7};0:00:00.019947;0.05726048523800713;{0, 6};{8, 0, 4, 6};0:00:00
23;0.16052274901078356;{1, 7};{1, 2, 3, 7};0:00:00.023936;0.010124078185011844;{2, 5};{8, 9, 2, 5};0:00:00
24;0.23619429093566402;{0, 9};{0, 9, 4, 5};0:00:00.027925;0.35356004696756677;{8, 2};{8, 2, 6, 7};0:00:00
25;0.016475662929803646;{8, 7};{8, 4, 6, 7};0:00:00.018950;0.12042581209212676;{9, 4};{0, 9, 4, 5};0:00:00
26;0.15917246245049277;{8, 5};{8, 1, 4, 5};0:00:00.023938;0.35521884441351037;{0, 2};{0, 2, 5, 7};0:00:00
27;0.11729997634069071;{2, 5};{2, 5, 6, 7};0:00:00.003987;0.03343936542437362;{3, 5};{0, 3, 4, 5};0:00:00
28;0.25667131374476143;{0, 2};{0, 1, 2, 6};0:00:00.027926;0.07949211764917184;{1, 3};{1, 3, 9, 6};0:00:00
29;0.17114247942012198;{0, 7};{0, 1, 5, 7};0:00:00.027925;0.17114247942012198;{0, 7};{0, 2, 3, 7};0:00:00
30;0.12481998963397903;{0, 4};{0, 1, 4, 8};0:00:00.004986;0.12340244104462278;{0, 6};{0, 2, 6, 7};0:00:00
31;0.04188071276078606;{1, 6};{8, 1, 2, 6};0:00:00.021961;0.13061719204837507;{0, 2};{0, 2, 4, 7};0:00:00
32;0.18582000544060343;{8, 2};{8, 1, 2, 5};0:00:00.028903;0.19141965009032022;{1, 7};{0, 1, 4, 7};0:00:00
33;0.33347894225250363;{2, 5};{2, 4, 5, 6};0:00:00.003989;0.19587631017175575;{8, 4};{0, 8, 3, 4};0:00:00
34;0.1591419779484287;{2, 7};{8, 2, 3, 7};0:00:00.021971;0.09554442941214601;{9, 7};{9, 2, 3, 7};0:00:00
35;0.3569263810498978;{8, 3};{8, 9, 2, 3};0:00:00.027926;0.17327284296677406;{3, 7};{0, 3, 5, 7};0:00:00
36;0.05201874899060936;{0, 6};{0, 2, 4, 6};0:00:00.028922;0.5374625762243805;{8, 4};{8, 9, 4, 5};0:00:00
37;0.10076558655676432;{0, 9};{0, 9, 2, 5};0:00:00.034907;0.13722076153221116;{8, 2};{8, 2, 6, 7};0:00:00
38;0.1814653627180739;{4, 5};{0, 1, 4, 5};0:00:00.027924;0.1594598794246866;{4, 7};{0, 2, 4, 7};0:00:00
39;0.35743806970881253;{2, 3};{0, 2, 3, 5};0:00:00.003991;0.13014399539752533;{9, 5};{8, 1, 5, 9};0:00:00
40;0.018204661183699355;{8, 4};{0, 8, 4, 7};0:00:00.018948;0.15713400142380204;{4, 6};{3, 4, 5, 6};0:00:00
41;0.07444702956128728;{8, 3};{8, 1, 3, 7};0:00:00.021958;0.05561835957352746;{3, 4};{9, 3, 4, 1};0:00:00
42;0.3184272932775226;{0, 1};{0, 1, 2, 3};0:00:00.003989;0.18916775235473726;{8, 3};{8, 0, 3, 5};0:00:00
43;0.13839802761189351;{6, 7};{0, 3, 6, 7};0:00:00.022939;0.20823957179463007;{9, 6};{8, 9, 4, 6};0:00:00
44;0.2891685882697974;{0, 2};{0, 1, 2, 3};0:00:00.003989;0.2118496772259542;{0, 7};{0, 9, 3, 7};0:00:00
45;0.13461189393330258;{3, 7};{0, 3, 5, 7};0:00:00.018949;0.10572233887630565;{0, 8};{8, 1, 5, 0};0:00:00
46;0.1609150260125392;{0, 5};{0, 9, 3, 5};0:00:00.018950;0.17447584033071387;{9, 6};{9, 2, 5, 6};0:00:00
47;0.08683037978891942;{1, 2};{1, 2, 3, 9};0:00:00.026928;0.14595873103679666;{9, 6};{8, 0, 6, 9};0:00:00
48;0.3455945484717587;{1, 7};{1, 2, 3, 7};0:00:00.004986;0.0986471970150005;{2, 4};{2, 4, 6, 7};0:00:00
49;0.160468172587423;{2, 4};{1, 2, 4, 5};0:00:00.004010;0.060525826761525084;{1, 6};{1, 5, 6, 7};0:00:00
50;0.06947408604629257;{8, 0};{0, 8, 9, 7};0:00:00.036881;0.09779506128907613;{8, 7};{8, 1, 5, 7};0:00:00
51;0.1649749657609631;{0, 9};{0, 1, 2, 9};0:00:00.028943;0.13881024438424544;{0, 5};{0, 9, 5, 6};0:00:00
52;0.04175699392994384;{0, 2};{0, 2, 4, 6};0:00:00.022921;0.04175699392994384;{0, 2};{0, 9, 2, 3};0:00:00
53;0.31415571417108734;{0, 9};{0, 9, 3, 6};0:00:00.039892;0.3663532570918947;{9, 5};{9, 5, 6, 7};0:00:00
54;0.0960197396464336;{2, 6};{8, 1, 2, 6};0:00:00.069812;0.008529009778502902;{2, 5};{8, 2, 5, 6};0:00:00
55;0.1973422055288815;{3, 6};{8, 3, 6, 7};0:00:00.034907;0.14754449872041522;{2, 7};{9, 2, 4, 7};0:00:00
56;0.08726740812318018;{0, 9};{0, 1, 5, 9};0:00:00.009965;0.08614307137302984;{1, 2};{1, 2, 6, 9};0:00:00
57;0.08613985114465465;{8, 4};{8, 1, 3, 4};0:00:00.009973;0.13579091765706533;{4, 5};{2, 4, 5, 7};0:00:00
58;0.17355701110585237;{4, 6};{1, 3, 4, 6};0:00:00.026928;0.38472342834545536;{4, 7};{8, 2, 4, 7};0:00:00.000998
59;0.27632267243938097;{3, 7};{1, 3, 5, 7};0:00:00.003989;0.18961520443023813;{1, 2};{8, 1, 2, 6};0:00:00
60;0.4804388575908487;{0, 3};{0, 2, 3, 6};0:00:00.004987;0.084002790353234;{3, 4};{2, 3, 4, 5};0:00:00
61;0.2036277611137816;{1, 5};{0, 1, 5, 6};0:00:00.025930;0.1070065742539735;{8, 5};{8, 3, 5, 7};0:00:00
62;0.08285622823499172;{0, 9};{0, 1, 5, 9};0:00:00.033910;0.09001572555875399;{0, 7};{0, 3, 6, 7};0:00:00
63;0.17099429880111494;{8, 1};{0, 1, 6, 8};0:00:00.026929;0.21205564339257804;{0, 5};{0, 9, 4, 5};0:00:00
64;0.08891820660131111;{1, 6};{1, 2, 5, 6};0:00:00.025931;0.17114234884377008;{8, 5};{8, 9, 5, 7};0:00:00
65;0.29373466629372447;{1, 2};{0, 1, 2, 6};0:00:00.004987;0.13552062894944022;{0, 9};{0, 9, 3, 5};0:00:00
66;0.01842441513383519;{1, 2};{1, 2, 5, 9};0:00:00.019946;0.09113190479358711;{9, 4};{9, 3, 4, 7};0:00:00
67;0.057518072164455314;{8, 1};{8, 1, 2, 9};0:00:00.020944;0.39309330692353217;{0, 3};{0, 3, 4, 7};0:00:00
68;0.1185115454480214;{1, 7};{0, 1, 2, 7};0:00:00.004987;0.1054353827580968;{9, 2};{8, 9, 2, 5};0:00:00
69;0.15152001644862623;{2, 3};{0, 8, 2, 3};0:00:00.029920;0.1714319652750006;{3, 4};{1, 3, 4, 9};0:00:00
70;0.1816210611467541;{4, 5};{1, 4, 5, 9};0:00:00.024934;0.09563327323457399;{4, 7};{1, 3, 4, 7};0:00:00
71;0.302798168107313;{1, 2};{1, 2, 3, 6};0:00:00.004986;0.06912432538725412;{9, 6};{9, 3, 6, 1};0:00:00
72;0.10402103364705775;{3, 7};{0, 2, 3, 7};0:00:00.024933;0.2258263060941501;{2, 5};{8, 2, 5, 7};0:00:00
73;0.34391285465980714;{2, 4};{0, 2, 3, 4};0:00:00.004987;0.1312143855078916;{0, 1};{0, 1, 4, 5};0:00:00
74;0.12840287409598045;{8, 4};{8, 4, 6, 7};0:00:00.021941;0.09918086627174573;{3, 7};{1, 2, 3, 7};0:00:00
75;0.10767571565885857;{8, 3};{8, 1, 3, 6};0:00:00.021942;0.1729265348247847;{1, 4};{1, 2, 4, 7};0:00:00
76;0.1219295555511199;{2, 5};{1, 2, 3, 5};0:00:00.004986;0.3674651393743373;{6, 7};{0, 9, 6, 7};0:00:00
77;0.19022379545465176;{5, 6};{1, 5, 6, 9};0:00:00.019949;0.440049962921802;{8, 4};{0, 8, 4, 7};0:00:00.000995
78;0.10988193191652008;{0, 9};{0, 1, 5, 9};0:00:00.003990;0.14692760345706612;{1, 6};{1, 3, 4, 6};0:00:00.000997
79;0.14105223374436748;{8, 4};{8, 2, 4, 6};0:00:00.019947;0.15187246867319865;{0, 4};{0, 1, 4, 6};0:00:00
80;0.5485629994944957;{0, 7};{0, 8, 2, 7};0:00:00.004986;0.041390138437434006;{2, 6};{2, 4, 6, 7};0:00:00
81;0.21202108981206536;{9, 4};{9, 2, 4, 6};0:00:00.024934;0.17997815619562701;{3, 6};{8, 3, 6, 7};0:00:00
82;0.11641361104707455;{9, 1};{0, 1, 3, 9};0:00:00.004986;0.16015625179794118;{3, 4};{3, 4, 5, 7};0:00:00
83;0.23708056763596064;{2, 6};{2, 4, 5, 6};0:00:00.004987;0.4245532151744108;{8, 2};{8, 1, 2, 9};0:00:00
84;0.12536397776008518;{0, 7};{0, 1, 4, 7};0:00:00.029920;0.2597932275255989;{9, 2};{8, 9, 2, 4};0:00:00
85;0.27865808863047825;{0, 3};{0, 3, 4, 5};0:00:00.004987;0.10780511990202447;{8, 3};{0, 1, 3, 8};0:00:00
86;0.15217948206474877;{2, 4};{0, 2, 4, 6};0:00:00.004986;0.043615763981558184;{2, 3};{8, 2, 3, 4};0:00:00
87;0.10504472712768946;{9, 1};{1, 4, 9, 7};0:00:00.004987;0.10428145371556004;{4, 6};{0, 3, 4, 6};0:00:00
88;0.1868089275291726;{3, 4};{8, 1, 3, 4};0:00:00.024933;0.1818794078080163;{1, 7};{8, 1, 2, 7};0:00:00
89;0.28354936308079876;{2, 6};{0, 2, 5, 6};0:00:00.019947;0.06096847218377874;{6, 7};{8, 2, 6, 7};0:00:00.000998
90;0.044144621677713984;{9, 3};{1, 2, 3, 9};0:00:00.004986;0.0949132464641522;{3, 7};{8, 3, 5, 7};0:00:00
91;0.29359871197072995;{8, 2};{8, 2, 4, 6};0:00:00.028923;0.23968372346837336;{0, 7};{0, 1, 5, 7};0:00:00
92;0.032031253869428754;{3, 4};{8, 9, 3, 4};0:00:00.019946;0.027591269480537597;{3, 5};{2, 3, 5, 6};0:00:00
93;0.24908592222222045;{2, 4};{8, 1, 2, 4};0:00:00.020945;0.44472810595241297;{0, 4};{0, 4, 5, 6};0:00:00
94;0.2634228434573322;{1, 3};{0, 1, 3, 5};0:00:00.004986;0.058242913422974406;{9, 3};{9, 3, 4, 5};0:00:00
95;0.07288801842975544;{8, 0};{0, 1, 2, 8};0:00:00.018949;0.11815992402774361;{9, 1};{8, 1, 9, 7};0:00:00
96;0.10778361062522336;{1, 5};{1, 2, 3, 5};0:00:00.003989;0.08355450644972148;{2, 7};{8, 2, 6, 7};0:00:00
97;0.12295751539213287;{8, 6};{8, 1, 4, 6};0:00:00.003990;0.041255802720229856;{1, 3};{8, 1, 3, 9};0:00:00.000997
98;0.22916505915771007;{0, 4};{0, 8, 4, 5};0:00:00.004991;0.2646683323060169;{2, 4};{2, 3, 4, 7};0:00:00
99;0.09511068132705221;{4, 5};{8, 4, 5, 7};0:00:00.014956;0.3598590722987903;{3, 6};{1, 3, 4, 6};0:00:00
100;0.06008540017342064;{8, 3};{0, 8, 2, 3};0:00:00.029920;0.027824600499640955;{3, 4};{8, 3, 4, 5};0:00:00
